ID,Family,Population,pophost,nathost,Trmt,hatch.date,S1.cones,S2.cones,S3.cones,death.date,eclosion.date,sex,feeding1,lifespan,Dvpt.time
475,10,Key_Largo,C.corindum,K.paniculata,Y,3-May,3,NA,NA,10-May,NA,NA,,7,#VALUE!
476,141,Lake_Wales,K.elegans,K.elegans,N,2-May,0,NA,NA,7-May,NA,NA,70,5,#VALUE!
477,141,Lake_Wales,K.elegans,C.corindum,N,2-May,0,NA,NA,7-May,NA,NA,92,5,#VALUE!
478,141,Lake_Wales,K.elegans,K.paniculata,N,2-May,0,NA,NA,7-May,NA,NA,73,5,#VALUE!
479,141,Lake_Wales,K.elegans,K.elegans,Y,2-May,5,6,NA,NA,5-Jun,M,70,#VALUE!,34
480,141,Lake_Wales,K.elegans,C.corindum,Y,2-May,2,2,1,31-May,NA,NA,47,29,#VALUE!
481,141,Lake_Wales,K.elegans,K.paniculata,Y,2-May,4,6,NA,NA,7-Jun,F,50,#VALUE!,36
482,33,Plantation_Key,C.corindum,K.elegans,N,2-May,0,NA,NA,5-May,NA,NA,70,3,#VALUE!
483,33,Plantation_Key,C.corindum,K.paniculata,N,3-May,0,NA,NA,7-May,NA,NA,68,4,#VALUE!
484,33,Plantation_Key,C.corindum,C.corindum,N,3-May,0,NA,NA,8-May,NA,NA,68,5,#VALUE!
485,33,Plantation_Key,C.corindum,K.elegans,Y,3-May,8,NA,NA,6-May,NA,NA,68,3,#VALUE!
486,33,Plantation_Key,C.corindum,K.paniculata,Y,3-May,1,NA,NA,7-May,NA,NA,68,4,#VALUE!
487,33,Plantation_Key,C.corindum,C.corindum,Y,3-May,2,2,4,23-May,NA,NA,68,20,#VALUE!
488,2,Key_Largo,C.corindum,C.corindum,N,2-May,0,NA,NA,8-May,NA,NA,72,6,#VALUE!
489,2,Key_Largo,C.corindum,K.paniculata,N,8-May,0,NA,NA,11-May,NA,NA,48,3,#VALUE!
490,2,Key_Largo,C.corindum,K.elegans,N,11-May,0,0,NA,NA,20-Jun,M,74,#VALUE!,40
491,2,Key_Largo,C.corindum,C.corindum,Y,2-May,3,3,2,1-Aug,NA,NA,49,91,#VALUE!
492,2,Key_Largo,C.corindum,K.paniculata,Y,11-May,4,13,NA,24-May,NA,NA,74,13,#VALUE!
493,2,Key_Largo,C.corindum,K.elegans,Y,12-May,2,4,NA,NA,19-Jun,M,21,#VALUE!,38
494,56,Lake_Wales,K.elegans,K.elegans,N,5-May,0,NA,NA,10-May,NA,NA,69,5,#VALUE!
495,56,Lake_Wales,K.elegans,C.corindum,N,5-May,0,NA,NA,10-May,NA,NA,77,5,#VALUE!
496,56,Lake_Wales,K.elegans,K.paniculata,N,5-May,0,NA,NA,10-May,NA,NA,77,5,#VALUE!
497,56,Lake_Wales,K.elegans,K.elegans,Y,5-May,3,4,NA,NA,19-Jun,F,52,#VALUE!,45
498,56,Lake_Wales,K.elegans,C.corindum,Y,5-May,2,2,1,NA,7-Jun,M,52,#VALUE!,33
499,56,Lake_Wales,K.elegans,K.paniculata,Y,5-May,6,3,NA,NA,7-Jun,M,77,#VALUE!,33
500,22,Key_Largo,C.corindum,K.elegans,N,5-May,0,NA,NA,9-May,NA,NA,72,4,#VALUE!
501,22,Key_Largo,C.corindum,C.corindum,N,5-May,0,NA,NA,9-May,NA,NA,72,4,#VALUE!
502,22,Key_Largo,C.corindum,K.paniculata,N,5-May,0,NA,NA,11-May,NA,NA,72,6,#VALUE!
503,22,Key_Largo,C.corindum,K.elegans,Y,5-May,3,2,NA,NA,10-Jun,M,48,#VALUE!,36
504,22,Key_Largo,C.corindum,C.corindum,Y,5-May,3,3,1,13-Jul,NA,NA,48,69,#VALUE!
505,22,Key_Largo,C.corindum,K.paniculata,Y,5-May,9,5,NA,NA,16-Jun,M,72,#VALUE!,42
506,54,Lake_Wales,K.elegans,C.corindum,N,6-May,0,NA,NA,10-May,NA,NA,74,4,#VALUE!
507,54,Lake_Wales,K.elegans,K.paniculata,N,6-May,0,NA,NA,11-May,NA,NA,74,5,#VALUE!
508,54,Lake_Wales,K.elegans,K.elegans,N,6-May,0,NA,NA,11-May,NA,NA,74,5,#VALUE!
509,54,Lake_Wales,K.elegans,C.corindum,Y,6-May,2,5,2,17-Jul,NA,NA,74,72,#VALUE!
510,54,Lake_Wales,K.elegans,K.paniculata,Y,6-May,6,6,NA,NA,2-Jun,M,74,#VALUE!,27
511,54,Lake_Wales,K.elegans,K.elegans,Y,6-May,2,5,NA,NA,19-Jun,F,26,#VALUE!,44
512,55,Lake_Wales,K.elegans,K.elegans,N,6-May,0,0,NA,NA,6-Jun,F,74,#VALUE!,31
513,55,Lake_Wales,K.elegans,K.paniculata,N,6-May,0,NA,NA,10-May,NA,NA,74,4,#VALUE!
514,55,Lake_Wales,K.elegans,C.corindum,N,6-May,0,NA,NA,11-May,NA,NA,74,5,#VALUE!
515,55,Lake_Wales,K.elegans,K.elegans,Y,6-May,1,NA,NA,11-May,NA,NA,26,5,#VALUE!
516,55,Lake_Wales,K.elegans,K.paniculata,Y,6-May,5,2,NA,NA,10-Jun,F,74,#VALUE!,35
517,55,Lake_Wales,K.elegans,C.corindum,Y,6-May,1,7,6,NA,12-Jun,M,74,#VALUE!,37
518,140,Lake_Wales,K.elegans,K.paniculata,N,6-May,0,0,NA,NA,7-Jun,M,74,#VALUE!,32
519,140,Lake_Wales,K.elegans,C.corindum,N,6-May,0,NA,NA,10-May,NA,NA,74,4,#VALUE!
520,140,Lake_Wales,K.elegans,K.elegans,N,6-May,0,0,NA,NA,4-Jun,M,74,#VALUE!,29
521,140,Lake_Wales,K.elegans,K.paniculata,Y,6-May,5,3,NA,5-Jul,NA,NA,74,60,#VALUE!
522,140,Lake_Wales,K.elegans,C.corindum,Y,6-May,4,5,2,13-Jul,NA,NA,74,68,#VALUE!
524,31,Plantation_Key,C.corindum,C.corindum,N,7-May,0,NA,NA,9-May,NA,NA,20,2,#VALUE!
525,31,Plantation_Key,C.corindum,K.paniculata,N,8-May,0,NA,NA,11-May,NA,NA,23,3,#VALUE!
526,31,Plantation_Key,C.corindum,K.elegans,N,8-May,0,0,NA,NA,14-Jun,F,23,#VALUE!,37
527,31,Plantation_Key,C.corindum,C.corindum,Y,8-May,4,3,4,22-Jul,NA,NA,73,75,#VALUE!
528,31,Plantation_Key,C.corindum,K.paniculata,Y,8-May,5,NA,NA,14-May,NA,NA,23,6,#VALUE!
529,31,Plantation_Key,C.corindum,K.elegans,Y,8-May,1,7,NA,NA,16-Jul,M,23,#VALUE!,69
530,57,Lake_Wales,K.elegans,K.elegans,N,9-May,0,0,NA,NA,11-Jun,F,32,#VALUE!,33
531,57,Lake_Wales,K.elegans,K.paniculata,N,9-May,0,NA,NA,16-May,NA,NA,52,7,#VALUE!
532,57,Lake_Wales,K.elegans,C.corindum,N,9-May,0,NA,NA,13-May,NA,NA,52,4,#VALUE!
533,57,Lake_Wales,K.elegans,K.elegans,Y,9-May,6,4,NA,25-Jun,NA,NA,52,47,#VALUE!
534,57,Lake_Wales,K.elegans,K.paniculata,Y,9-May,5,8,NA,NA,9-Jun,M,52,#VALUE!,31
535,57,Lake_Wales,K.elegans,C.corindum,Y,9-May,4,3,5,15-Jul,NA,NA,32,67,#VALUE!
536,47,Lake_Wales,K.elegans,K.elegans,N,12-May,0,NA,NA,17-May,NA,NA,23,5,#VALUE!
537,47,Lake_Wales,K.elegans,C.corindum,N,13-May,0,NA,NA,16-May,NA,NA,48,3,#VALUE!
538,47,Lake_Wales,K.elegans,K.paniculata,N,13-May,0,NA,NA,17-May,NA,NA,48,4,#VALUE!
539,47,Lake_Wales,K.elegans,K.elegans,Y,12-May,2,2,NA,NA,13-Jun,F,23,#VALUE!,32
540,47,Lake_Wales,K.elegans,C.corindum,Y,13-May,3,NA,NA,19-May,NA,NA,48,6,#VALUE!
541,47,Lake_Wales,K.elegans,K.paniculata,Y,13-May,1,NA,NA,16-May,NA,NA,3,3,#VALUE!
542,71,Lake_Wales,K.elegans,C.corindum,N,13-May,0,NA,NA,18-May,NA,NA,48,5,#VALUE!
543,71,Lake_Wales,K.elegans,K.elegans,N,14-May,0,0,NA,NA,10-Jun,M,73,#VALUE!,27
544,71,Lake_Wales,K.elegans,K.paniculata,N,14-May,0,NA,NA,18-May,NA,NA,73,4,#VALUE!
545,71,Lake_Wales,K.elegans,C.corindum,Y,14-May,4,3,4,NA,8-Jul,F,26,#VALUE!,55
546,71,Lake_Wales,K.elegans,K.elegans,Y,14-May,4,2,NA,NA,18-Jun,F,26,#VALUE!,35
547,71,Lake_Wales,K.elegans,K.paniculata,Y,16-May,8,6,NA,NA,20-Jun,M,41,#VALUE!,35
548,137,Plantation_Key,C.corindum,K.elegans,N,22-May,0,0,NA,9-Jun,NA,NA,72,18,#VALUE!
549,137,Plantation_Key,C.corindum,K.paniculata,N,23-May,0,0,NA,3-Jun,NA,NA,25,11,#VALUE!
550,137,Plantation_Key,C.corindum,C.corindum,N,23-May,0,NA,NA,26-May,NA,NA,95,3,#VALUE!
551,137,Plantation_Key,C.corindum,K.elegans,Y,23-May,4,NA,NA,30-May,NA,NA,95,7,#VALUE!
552,137,Plantation_Key,C.corindum,K.paniculata,Y,23-May,5,6,NA,2-Jun,NA,NA,95,10,#VALUE!
553,137,Plantation_Key,C.corindum,C.corindum,Y,23-May,3,NA,NA,30-May,NA,NA,95,7,#VALUE!
554,32,Plantation_Key,C.corindum,K.elegans,N,25-May,0,NA,NA,31-May,NA,NA,44,6,#VALUE!
555,32,Plantation_Key,C.corindum,K.paniculata,N,26-May,0,NA,NA,31-May,NA,NA,69,5,#VALUE!
556,32,Plantation_Key,C.corindum,C.corindum,N,26-May,0,NA,NA,31-May,NA,NA,98,5,#VALUE!
557,32,Plantation_Key,C.corindum,K.elegans,Y,25-May,4,7,NA,14-Aug,NA,NA,44,81,#VALUE!
558,32,Plantation_Key,C.corindum,K.paniculata,Y,26-May,6,8,NA,NA,14-Jul,F,69,#VALUE!,49
559,32,Plantation_Key,C.corindum,C.corindum,Y,26-May,3,2,4,22-Jul,NA,NA,69,57,#VALUE!
